smi1,conc1,smi2,conc2,miscibility
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)OS(=O)(=O)[O-])O)COS(=O)(=O)[O-])OS(=O)(=O)[O-])O)O)O,16.82085786375105,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],503.680743897714,1
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)OS(=O)(=O)[O-])O)COS(=O)(=O)[O-])OS(=O)(=O)[O-])O)O)O,16.82085786375105,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C.[Na+],361.79450072358895,1
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)OS(=O)(=O)[O-])O)COS(=O)(=O)[O-])OS(=O)(=O)[O-])O)O)O,16.82085786375105,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],606.7961165048544,1
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)OS(=O)(=O)[O-])O)COS(=O)(=O)[O-])OS(=O)(=O)[O-])O)O)O,16.82085786375105,[Na+].[Na+].[H]OP([O-])([O-])=O,563.7773079633545,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(C)CC(C(=NC(CCC(=N)O)C(=NC(CC(=O)O)C(=NC(CCCCN)C(=O)O)O)O)O)N=C(C(CCC(=O)O)N=C(C(CC(=O)O)N=C(C(CCC(=O)O)N=C(C(C(C)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=O)O)N=C(C(CCC(=O)O)N=C(C(COP(=O)(O)O)N=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O)O)O)O)O)O)O,24.24830261881668,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,COC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)N)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)N)O)CO)CO)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O,9.171306911234849,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)OS(=O)(=O)O)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)C(=O)O)O)O)O,157.10096355257647,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[3H]C(CC[C@@H](C(=O)NCC(=O)N[C@@H](CC1C=NC=N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CO)C(=O)NCC(=O)OC(=O)[C@H](CC(C)C)NC(=O)CN)NC(=O)[C@H](CCCC)NC(=O)CNC(=O)[C@@H]3C[C@H](CN3)O)C([3H])N,3.8387715930902107,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O,297.3830293417922,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CCN(CC)C(C)C(=O)[C@@H]([C@H]([C@@H]([C@@H](CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)O)O)O,165.6726308813784,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)([O-])OP(=O)(O)[O-])O.[Na+].[Na+],23.355754857997006,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)OC)O)O,5.904581955597544,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)OCCO)O)O)O)O,33.93511605809691,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C(COC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OCCO)OCCO)OCCO)OCCO)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,86.11780916293489,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(COC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O.COC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2OC)OC)OC)COC)OC)OC)OC,18.95016107636915,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(=O)NC1=C2C(=C(C=C1)S(=O)(=O)[O-])C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)[O-].[Na+].[Na+],115.61839323467228,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,COCC1[C@H](C(C(C(O1)OC)OC)OC)O[C@H]2C(C(C(C(O2)COC)OC)OC)OC,18.95016107636915,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CCCCCCCCCCCC[N+](C)(C)[O-],653.8796861377506,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,O(CCO)c1ccc(cc1)C(CC(C)(C)C)(C)C,369.1671588895451,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC1CCOC(C1O)(C2CC3C(O2)C=CC(=CC(CC4(CCC(O4)C56CCC(O5)(CC(O6)C7C(=O)CC(O7)(C(C8CCC9(O8)CCCC(O9)C(C(=O)O3)C)O)C)C(=O)O)C)C)C)O,103.03967027305512,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CCC1(OC(=C(C(=O)O1)C=CC=CC=C2C(=O)OC3(CCC4(CC3)OC(=O)C(=CC=CC=CC5=C(OC(OC5=O)(C)CC)[O-])C(=O)O4)OC2=O)[O-])C.CC1CCC(C2(C1)OC(=C(C(=O)O2)C=CC=CC=C3C(=O)OC4(CCC5(CC4)OC(=O)C(=CC=CC=CC6=C(OC7(CC(CCC7C)C)OC6=O)[O-])C(=O)O5)OC3=O)[O-])C.CC1(OC(=O)C(=CC=CC=CC2=C(OC3(CCC4(CC3)OC(=C(C(=O)O4)C=CC=CC=C5C(=O)OC(OC5=O)(C)C)[O-])OC2=O)[O-])C(=O)O1)C.C1CCC2(CC1)OC(=O)C(=CC=CC=CC3=C(OC4(CCC5(CC4)OC(=C(C(=O)O5)C=CC=CC=C6C(=O)OC7(CCCCC7)OC6=O)[O-])OC3=O)[O-])C(=O)O2.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O,468.49379245725,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(COCCO)OCCO,104.19560989163656,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(C)(CS(O)(=O)=O)NC(=O)C=C,361.79450072358895,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CCC1=NCCO1,1009.0817356205853,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[Ca+2].[S](=O)(=O)([O-])c1c(cccc1)C=C,261.172373766686,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[Na+].O2C(=O)C=CC2=O.c1(ccccc1)C=C,224.61814914645103,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CN(C)CCCNC(=O)NCCCN(C)C.C(CCl)OCCCl,506.5359477124183,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,NC(=O)C=C,175.8087201125176,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[Na+].[O-]C(=O)C=C,693.4812760055479,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,NCC=C,1751.3134851138352,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[Cl-].[N+](CC=C)(CC=C)(C)C,618.4291898577613,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C(CO)O,2415.4589371980674,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C=CC(=O)OCCOC(=O)C=C,142.95925661186558,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(=C)C(=O)O.CC(=C)C(=O)OC,245.09803921568627,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,COC=C.OC(=O)\C=C\C(O)=O,149.47683109118086,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC(C)NC(=O)C=C,245.39877300613495,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CC1=C(C=C(C=C1)N=C=O)N=C=O.CC(CO)O,1490.312965722802,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C1C(O1)CCl.C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,584.2827928717498,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C=CN1CCCC1=O,257.99793601651186,0
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[Na]OS(=O)(=O)C=C,237.14665148928094,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,O1C(C(C(C1)OCCO)OCCO)C(OCCO)COCCOC(=O)CCCCCCCCCCC,239.14291180409407,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,O(CCO)CCCCCCCCCCCC,125.0,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[K+].[K+].OP([O-])([O-])=O,310.1004134672179,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C.[Na+],522.526706920576,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+],503.680743897714,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C.[Na+],361.79450072358895,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],606.7961165048544,1
CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,104.07993338884263,[Na+].[Na+].[H]OP([O-])([O-])=O,563.7773079633545,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC(C)CC(C(=NC(CCC(=N)O)C(=NC(CC(=O)O)C(=NC(CCCCN)C(=O)O)O)O)O)N=C(C(CCC(=O)O)N=C(C(CC(=O)O)N=C(C(CCC(=O)O)N=C(C(C(C)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=N)O)N=C(C(CCC(=O)O)N=C(C(CCC(=O)O)N=C(C(COP(=O)(O)O)N=C(C(CCC(=N)O)N=C(C(CC1=CC=CC=C1)N)O)O)O)O)O)O)O)O)O)O)O)O,24.24830261881668,0
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,COC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)N)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)N)O)CO)CO)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O,9.171306911234849,0
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)OS(=O)(=O)O)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)C(=O)O)O)O)O,157.10096355257647,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,[3H]C(CC[C@@H](C(=O)NCC(=O)N[C@@H](CC1C=NC=N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CO)C(=O)NCC(=O)OC(=O)[C@H](CC(C)C)NC(=O)CN)NC(=O)[C@H](CCCC)NC(=O)CNC(=O)[C@@H]3C[C@H](CN3)O)C([3H])N,3.8387715930902107,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O)O)O)O,297.3830293417922,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CCN(CC)C(C)C(=O)[C@@H]([C@H]([C@@H]([C@@H](CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O)O)O)O,165.6726308813784,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)([O-])OP(=O)(O)[O-])O.[Na+].[Na+],23.355754857997006,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)OC)O)O,5.904581955597544,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)OCCO)O)O)O)O,33.93511605809691,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,C(COC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OCCO)OCCO)OCCO)OCCO)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,86.11780916293489,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC(COC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O.COC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2OC)OC)OC)COC)OC)OC)OC,18.95016107636915,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC(=O)NC1=C2C(=C(C=C1)S(=O)(=O)[O-])C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)[O-].[Na+].[Na+],115.61839323467228,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,COCC1[C@H](C(C(C(O1)OC)OC)OC)O[C@H]2C(C(C(C(O2)COC)OC)OC)OC,18.95016107636915,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CCCCCCCCCCCC[N+](C)(C)[O-],653.8796861377506,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,O(CCO)c1ccc(cc1)C(CC(C)(C)C)(C)C,369.1671588895451,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC1CCOC(C1O)(C2CC3C(O2)C=CC(=CC(CC4(CCC(O4)C56CCC(O5)(CC(O6)C7C(=O)CC(O7)(C(C8CCC9(O8)CCCC(O9)C(C(=O)O3)C)O)C)C(=O)O)C)C)C)O,103.03967027305512,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CCC1(OC(=C(C(=O)O1)C=CC=CC=C2C(=O)OC3(CCC4(CC3)OC(=O)C(=CC=CC=CC5=C(OC(OC5=O)(C)CC)[O-])C(=O)O4)OC2=O)[O-])C.CC1CCC(C2(C1)OC(=C(C(=O)O2)C=CC=CC=C3C(=O)OC4(CCC5(CC4)OC(=O)C(=CC=CC=CC6=C(OC7(CC(CCC7C)C)OC6=O)[O-])C(=O)O5)OC3=O)[O-])C.CC1(OC(=O)C(=CC=CC=CC2=C(OC3(CCC4(CC3)OC(=C(C(=O)O4)C=CC=CC=C5C(=O)OC(OC5=O)(C)C)[O-])OC2=O)[O-])C(=O)O1)C.C1CCC2(CC1)OC(=O)C(=CC=CC=CC3=C(OC4(CCC5(CC4)OC(=C(C(=O)O5)C=CC=CC=C6C(=O)OC7(CCCCC7)OC6=O)[O-])OC3=O)[O-])C(=O)O2.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O.C1=CC=C(C=C1)C2=C(C=CC(=C2)[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C5=CC(=C(C=C5)O)C6=CC=CC=C6)O,468.49379245725,1
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC(C(C(C(C=O)OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-])OCC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],136.7801942278758,CC(COCCO)OCCO,104.19560989163656,1
